publishedAt,title,description,source,url,text
2025-06-22 12:00:06+00:00,"Apple's MagSafe Charging Explained: Qi2, Faster Charging and Android Compatibility",Your MagSafe accessories will work for both iPhones and Android phones as the Qi2 standard expands its reach.,"{'id': None, 'name': 'CNET'}",https://www.cnet.com/tech/mobile/apples-magsafe-charging-explained-qi2-faster-charging-and-android-compatibility/,"apple's magsafe charging explained: qi2, faster charging and android compatibility your magsafe accessories will work for both iphones and android phones as the qi2 standard expands its reach."
2025-06-22 12:00:01+00:00,「もう無理…」iPhone値上げで4割がAndroid乗り換えを本気で検討,1: ななしさん  2025/06/22(日) 09:48:53.10 ID:+vsZuH669 「もう無理…」iPhone値上げで4割がAndroid乗り換えを本気で検討 https://news.yahoo.co.jp/articles/e9c62c149c52e6107f4400386f1174cc40b9d44f,"{'id': None, 'name': 'Doorblog.jp'}",https://money-life.doorblog.jp/archives/59261523.html,「もう無理…」iphone値上げで4割がandroid乗り換えを本気で検討 1: ななしさん  2025/06/22(日) 09:48:53.10 id:+vszuh669 「もう無理…」iphone値上げで4割がandroid乗り換えを本気で検討 https://news.yahoo.co.jp/articles/e9c62c149c52e6107f4400386f1174cc40b9d44f
2025-06-22 12:00:00+00:00,How your Android phone can detect earthquakes,"Earthquake alerts are part of a suite of safety settings.
The post How your Android phone can detect earthquakes appeared first on Popular Science.","{'id': None, 'name': 'Popular Science'}",https://www.popsci.com/diy/how-android-can-detect-earthquakes/,"how your android phone can detect earthquakes earthquake alerts are part of a suite of safety settings.
the post how your android phone can detect earthquakes appeared first on popular science."
2025-06-22 11:30:53+00:00,This new Chrome feature has forever changed the way I shop online,"I always liked the shopping tools in Microsoft Edge, and now that Chrome has them too I'm developing a bad shopping habit.","{'id': None, 'name': 'Android Authority'}",https://www.androidauthority.com/chrome-price-tracking-online-shopping-3569767/,"this new chrome feature has forever changed the way i shop online i always liked the shopping tools in microsoft edge, and now that chrome has them too i'm developing a bad shopping habit."
2025-06-22 11:30:47+00:00,Best Poco F7 Pro power banks,"Charge your Poco F7 Pro anytime with these best power banks.
The post Best Poco F7 Pro power banks appeared first on Phandroid.","{'id': None, 'name': 'Phandroid - News for Android'}",https://phandroid.com/2025/06/22/best-poco-f7-pro-power-banks/,"best poco f7 pro power banks charge your poco f7 pro anytime with these best power banks.
the post best poco f7 pro power banks appeared first on phandroid."
2025-06-22 11:30:00+00:00,Google Messages is preparing a new trick to get your friends and family to switch to RCS,Hidden code inside Google Messages for Android suggests you'll be able to invite people to use RCS.,"{'id': 'techradar', 'name': 'TechRadar'}",https://www.techradar.com/phones/android/google-messages-is-preparing-a-new-trick-to-get-your-friends-and-family-to-switch-to-rcs,google messages is preparing a new trick to get your friends and family to switch to rcs hidden code inside google messages for android suggests you'll be able to invite people to use rcs.
2025-06-22 11:27:04+00:00,Video 5 – Social Media Marketing & Meta Ads | Free Digital Marketing Course in Telugu,Video 5 – Social Media Marketing & Meta Ads | Free Digital Marketing Course in Teluguyoutube.com,"{'id': None, 'name': 'YouTube'}",https://www.youtube.com/supported_browsers?next_url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DSxlJ3HJu31Y,video 5 – social media marketing & meta ads | free digital marketing course in telugu video 5 – social media marketing & meta ads | free digital marketing course in teluguyoutube.com
2025-06-22 11:24:59+00:00,Video 4 – Google Ads Basics in Telugu | How to Run Ads on Google | Free Digital Marketing Course,Video 4 – Google Ads Basics in Telugu | How to Run Ads on Google | Free Digital Marketing Courseyoutube.com,"{'id': None, 'name': 'YouTube'}",https://www.youtube.com/supported_browsers?next_url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3D6bRdHEEBaqI,video 4 – google ads basics in telugu | how to run ads on google | free digital marketing course video 4 – google ads basics in telugu | how to run ads on google | free digital marketing courseyoutube.com
2025-06-22 11:14:55+00:00,Compass Capital Corp MA ADV Has $2.71 Million Holdings in Alphabet Inc. (NASDAQ:GOOGL),"Compass Capital Corp MA ADV cut its holdings in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 11.9% during the 1st quarter, HoldingsChannel.com reports. The institutional investor owned 18,113 shares of the information services provider’s stock after selling …","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/22/compass-capital-corp-ma-adv-has-2-71-million-holdings-in-alphabet-inc-nasdaqgoogl/,"compass capital corp ma adv has $2.71 million holdings in alphabet inc. (nasdaq:googl) compass capital corp ma adv cut its holdings in alphabet inc. (nasdaq:googl – free report) by 11.9% during the 1st quarter, holdingschannel.com reports. the institutional investor owned 18,113 shares of the information services provider’s stock after selling …"
2025-06-22 11:14:54+00:00,"Plimoth Trust Co. LLC Sells 2,431 Shares of Alphabet Inc. (NASDAQ:GOOGL)","Plimoth Trust Co. LLC reduced its stake in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 3.6% during the 1st quarter, according to the company in its most recent filing with the Securities and Exchange Commission (SEC). The fund owned 64,591 shares …","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/22/plimoth-trust-co-llc-sells-2431-shares-of-alphabet-inc-nasdaqgoogl/,"plimoth trust co. llc sells 2,431 shares of alphabet inc. (nasdaq:googl) plimoth trust co. llc reduced its stake in shares of alphabet inc. (nasdaq:googl – free report) by 3.6% during the 1st quarter, according to the company in its most recent filing with the securities and exchange commission (sec). the fund owned 64,591 shares …"
2025-06-22 11:14:54+00:00,Alphabet Inc. (NASDAQ:GOOGL) Shares Sold by HCR Wealth Advisors,"HCR Wealth Advisors lowered its position in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 1.3% in the first quarter, HoldingsChannel.com reports. The firm owned 94,748 shares of the information services provider’s stock after selling 1,292 shares du…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/22/alphabet-inc-nasdaqgoogl-shares-sold-by-hcr-wealth-advisors/,"alphabet inc. (nasdaq:googl) shares sold by hcr wealth advisors hcr wealth advisors lowered its position in shares of alphabet inc. (nasdaq:googl – free report) by 1.3% in the first quarter, holdingschannel.com reports. the firm owned 94,748 shares of the information services provider’s stock after selling 1,292 shares du…"
2025-06-22 11:14:54+00:00,Alphabet Inc. (NASDAQ:GOOGL) Shares Bought by ORG Wealth Partners LLC,"ORG Wealth Partners LLC grew its position in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 2.7% in the 1st quarter, according to its most recent disclosure with the Securities and Exchange Commission. The firm owned 5,419 shares of the information services pr…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/22/alphabet-inc-nasdaqgoogl-shares-bought-by-org-wealth-partners-llc/,"alphabet inc. (nasdaq:googl) shares bought by org wealth partners llc org wealth partners llc grew its position in alphabet inc. (nasdaq:googl – free report) by 2.7% in the 1st quarter, according to its most recent disclosure with the securities and exchange commission. the firm owned 5,419 shares of the information services pr…"
2025-06-22 11:14:53+00:00,TTP Investments Inc. Has $4.74 Million Stake in Alphabet Inc. (NASDAQ:GOOGL),"TTP Investments Inc. lifted its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 78.2% in the 1st quarter, Holdings Channel reports. The institutional investor owned 30,671 shares of the information services provider’s stock after acquiring…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/22/ttp-investments-inc-has-4-74-million-stake-in-alphabet-inc-nasdaqgoogl/,"ttp investments inc. has $4.74 million stake in alphabet inc. (nasdaq:googl) ttp investments inc. lifted its holdings in shares of alphabet inc. (nasdaq:googl – free report) by 78.2% in the 1st quarter, holdings channel reports. the institutional investor owned 30,671 shares of the information services provider’s stock after acquiring…"
2025-06-22 11:14:52+00:00,Alphabet Inc. (NASDAQ:GOOGL) is Trivant Custom Portfolio Group LLC’s 10th Largest Position,"Trivant Custom Portfolio Group LLC cut its stake in Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 9.9% in the first quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission (SEC). The fund owned 27,976 shares…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/22/alphabet-inc-nasdaqgoogl-is-trivant-custom-portfolio-group-llcs-10th-largest-position/,"alphabet inc. (nasdaq:googl) is trivant custom portfolio group llc’s 10th largest position trivant custom portfolio group llc cut its stake in alphabet inc. (nasdaq:googl – free report) by 9.9% in the first quarter, according to the company in its most recent disclosure with the securities and exchange commission (sec). the fund owned 27,976 shares…"
2025-06-22 11:00:37+00:00,Repairing an Old Tektronix TDS8000 Scope,Over on his YouTube channel our hacker [CircuitValley] repairs an old TDS8000 scope. The TDS8000 was manufactured by Tektronix circa 2001 and was also marketed as the CSA8000 Communications Signal …read more,"{'id': None, 'name': 'Hackaday'}",https://hackaday.com/2025/06/22/repairing-an-old-tektronix-tds8000-scope/,repairing an old tektronix tds8000 scope over on his youtube channel our hacker [circuitvalley] repairs an old tds8000 scope. the tds8000 was manufactured by tektronix circa 2001 and was also marketed as the csa8000 communications signal …read more
2025-06-22 10:30:23+00:00,"Google killed Maps Timeline, so I self-hosted a better one","Google’s Timeline is shutting down. So, I spent a weekend self-hosting my own version with OwnTracks, MQTT, and a Synology NAS.","{'id': None, 'name': 'Android Authority'}",https://www.androidauthority.com/google-maps-timeline-alternative-3568195/,"google killed maps timeline, so i self-hosted a better one google’s timeline is shutting down. so, i spent a weekend self-hosting my own version with owntracks, mqtt, and a synology nas."
2025-06-22 10:22:29+00:00,The AIpocalypse is here for web sites as search referrals plunge,"The AIpocalypse is here for web sites as search referrals plunge
Turn out the lights, the internet is over
Google AI Overviews and other AI search services appear to be starving the hand that fed them.
Google's AI-generated summaries of web pages, officially …","{'id': None, 'name': 'Biztoc.com'}",https://biztoc.com/x/2f3f63711356f736,"the aipocalypse is here for web sites as search referrals plunge the aipocalypse is here for web sites as search referrals plunge
turn out the lights, the internet is over
google ai overviews and other ai search services appear to be starving the hand that fed them.
google's ai-generated summaries of web pages, officially …"
2025-06-22 10:14:07+00:00,The AIpocalypse is here for web sites as search referrals plunge,"Turn out the lights, the internet is over
Google AI Overviews and other AI search services appear to be starving the hand that fed them.…","{'id': None, 'name': 'Theregister.com'}",https://www.theregister.com/2025/06/22/ai_search_starves_publishers/,"the aipocalypse is here for web sites as search referrals plunge turn out the lights, the internet is over
google ai overviews and other ai search services appear to be starving the hand that fed them.…"
2025-06-22 10:12:04+00:00,The Galaxy Z Flip 7 leaks are breaking my heart because Samsung still doesn't get it - Android Police,The Galaxy Z Flip 7 leaks are breaking my heart because Samsung still doesn't get itAndroid Police What to expect at the next Samsung Galaxy UnpackedEngadget I've never been tempted to get a foldable phone — here's how Samsung could change that with the Galax…,"{'id': None, 'name': 'Slashdot.org'}",https://slashdot.org/firehose.pl?op=view&amp;id=178137717,the galaxy z flip 7 leaks are breaking my heart because samsung still doesn't get it - android police the galaxy z flip 7 leaks are breaking my heart because samsung still doesn't get itandroid police what to expect at the next samsung galaxy unpackedengadget i've never been tempted to get a foldable phone — here's how samsung could change that with the galax…
2025-06-22 09:54:56+00:00,Catalina Capital Group LLC Cuts Stock Holdings in Alphabet Inc. (NASDAQ:GOOGL),"Catalina Capital Group LLC decreased its stake in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 62.5% during the 1st quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The fund owned 8,433 shar…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/22/catalina-capital-group-llc-cuts-stock-holdings-in-alphabet-inc-nasdaqgoogl/,"catalina capital group llc cuts stock holdings in alphabet inc. (nasdaq:googl) catalina capital group llc decreased its stake in shares of alphabet inc. (nasdaq:googl – free report) by 62.5% during the 1st quarter, according to the company in its most recent disclosure with the securities & exchange commission. the fund owned 8,433 shar…"
2025-06-22 09:54:56+00:00,Alphabet Inc. (NASDAQ:GOOGL) Position Decreased by Harrell Investment Partners LLC,"Harrell Investment Partners LLC decreased its holdings in shares of Alphabet Inc. (NASDAQ:GOOGL – Free Report) by 5.4% in the 1st quarter, according to the company in its most recent filing with the Securities and Exchange Commission. The institutional invest…","{'id': None, 'name': 'ETF Daily News'}",https://www.etfdailynews.com/2025/06/22/alphabet-inc-nasdaqgoogl-position-decreased-by-harrell-investment-partners-llc/,"alphabet inc. (nasdaq:googl) position decreased by harrell investment partners llc harrell investment partners llc decreased its holdings in shares of alphabet inc. (nasdaq:googl – free report) by 5.4% in the 1st quarter, according to the company in its most recent filing with the securities and exchange commission. the institutional invest…"
